Team,Pistol_W,Pistol_P,Pistol_WR,Eco_0_5_P,Eco_0_5_W,Eco_0_5_WR,Semi_Eco_5_10_P,Semi_Eco_5_10_W,Semi_Eco_5_10_WR,Semi_Buy_10_20_P,Semi_Buy_10_20_W,Semi_Buy_10_20_WR,Full_Buy_20_P,Full_Buy_20_W,Full_Buy_20_WR,Opp_team,Num_maps,Patch,match_id,Map
VKS,2,6,33.0,10,2,20.0,3,1,33.0,11,7,64.0,44,29,66.0,GLB,3.0,2.03,13027,MATCH
VKS,4,6,67.0,8,4,50.0,2,0,0.0,15,11,73.0,30,20,67.0,B4,3.0,,14098,MATCH
B4,2,6,33.0,10,2,20.0,8,1,12.0,8,3,38.0,29,14,48.0,VKS,3.0,,14098,MATCH
VKS,2,2,100.0,2,2,100.0,0,0,,3,3,100.0,14,8,57.0,FREEAGENTS,1.0,,14198,MATCH
FREEAGENTS,0,2,0.0,5,0,0.0,1,0,0.0,6,2,33.0,7,4,57.0,VKS,1.0,,14198,MATCH
VKS,0,4,0.0,7,1,14.0,2,2,100.0,8,6,75.0,29,17,59.0,Vorax,2.0,,14202,MATCH
Vorax,4,4,100.0,6,4,67.0,6,0,0.0,9,5,56.0,25,11,44.0,VKS,2.0,,14202,MATCH
VKS,3,6,50.0,8,3,38.0,8,2,25.0,10,8,80.0,42,20,48.0,GLB,3.0,2.06,15735,MATCH
GLB,3,6,50.0,8,3,38.0,4,0,0.0,15,10,67.0,41,22,54.0,VKS,3.0,2.06,15735,MATCH
VKS,1,4,25.0,6,1,17.0,0,0,,4,3,75.0,26,22,85.0,SLK,2.0,2.06,15737,MATCH
SLK,3,4,75.0,6,3,50.0,4,0,0.0,9,2,22.0,17,5,29.0,VKS,2.0,2.06,15737,MATCH
VKS,3,4,75.0,5,3,60.0,1,0,0.0,10,6,60.0,22,17,77.0,Ingaming,2.0,,17618,MATCH
Ingaming,1,4,25.0,7,1,14.0,3,0,0.0,8,1,12.0,20,10,50.0,VKS,2.0,,17618,MATCH
FUR,1,4,25.0,6,2,33.0,4,0,0.0,9,0,0.0,16,7,44.0,VKS,2.0,,17749,MATCH
VKS,3,4,75.0,4,3,75.0,1,0,0.0,9,7,78.0,21,16,76.0,FUR,2.0,,17749,MATCH
SHK,0,4,0.0,8,0,0.0,3,0,0.0,5,2,40.0,25,13,52.0,VKS,2.0,,17750,MATCH
VKS,4,4,100.0,4,4,100.0,2,0,0.0,8,7,88.0,27,15,56.0,SHK,2.0,,17750,MATCH
VKS,5,8,62.0,11,5,45.0,6,1,17.0,17,10,59.0,50,33,66.0,SHK,4.0,,17755,MATCH
SHK,3,8,38.0,12,3,25.0,8,2,25.0,19,9,47.0,45,21,47.0,VKS,4.0,,17755,MATCH
SEN,3,4,75.0,5,4,80.0,2,0,0.0,9,8,89.0,23,14,61.0,VKS,2.0,,19078,MATCH
VKS,1,4,25.0,6,1,17.0,3,0,0.0,13,6,46.0,17,6,35.0,SEN,2.0,,19078,MATCH
VKS,0,4,0.0,8,0,0.0,2,0,0.0,13,6,46.0,16,7,44.0,TL,2.0,,19086,MATCH
TL,4,4,100.0,5,4,80.0,2,1,50.0,8,5,62.0,24,16,67.0,VKS,2.0,,19086,MATCH
VKS,4,4,100.0,4,4,100.0,0,0,,5,5,100.0,19,17,89.0,Bonde da Loli Careca,2.0,,24194,MATCH
Bonde da Loli Careca,0,4,0.0,7,0,0.0,5,0,0.0,9,0,0.0,7,2,29.0,VKS,2.0,,24194,MATCH
VKS,2,4,50.0,6,3,50.0,2,0,0.0,3,3,100.0,24,20,83.0,KG,2.0,,24210,MATCH
KG,2,4,50.0,7,2,29.0,5,0,0.0,7,1,14.0,16,6,38.0,VKS,2.0,,24210,MATCH
VKS,4,6,67.0,8,4,50.0,4,1,25.0,10,7,70.0,42,24,57.0,FUR,3.0,,24467,MATCH
FUR,2,6,33.0,11,2,18.0,7,2,29.0,11,4,36.0,35,20,57.0,VKS,3.0,,24467,MATCH
VKS,0,2,0.0,4,0,0.0,3,2,67.0,1,0,0.0,12,5,42.0,SH,1.0,,26909,MATCH
SH,2,2,100.0,2,2,100.0,1,1,100.0,5,3,60.0,12,7,58.0,VKS,1.0,,26909,MATCH
VKS,3,4,75.0,4,3,75.0,5,2,40.0,7,5,71.0,27,16,59.0,FUR,2.0,,26913,MATCH
FUR,1,4,25.0,7,1,14.0,4,1,25.0,11,5,45.0,21,10,48.0,VKS,2.0,,26913,MATCH
