Team,Pistol_W,Pistol_P,Pistol_WR,Eco_0_5_P,Eco_0_5_W,Eco_0_5_WR,Semi_Eco_5_10_P,Semi_Eco_5_10_W,Semi_Eco_5_10_WR,Semi_Buy_10_20_P,Semi_Buy_10_20_W,Semi_Buy_10_20_WR,Full_Buy_20_P,Full_Buy_20_W,Full_Buy_20_WR,Opp_team,Num_maps,Patch,match_id,Map
HL,2,2,100.0,3,2,67.0,4,1,25.0,3,1,33.0,13,9,69.0,tiobaṛo,1.0,1.07,2453,MATCH
FF,2,4,50.0,6,3,50.0,2,1,50.0,5,3,60.0,29,20,69.0,HL,2.0,1.07,2456,MATCH
HL,2,4,50.0,8,3,38.0,3,0,0.0,7,2,29.0,24,10,42.0,FF,2.0,1.07,2456,MATCH
HL,0,2,0.0,3,0,0.0,1,0,0.0,4,3,75.0,14,10,71.0,dogz,1.0,1.14,8228,MATCH
dogz,2,2,100.0,3,2,67.0,3,0,0.0,5,1,20.0,11,6,55.0,HL,1.0,1.14,8228,MATCH
HL,3,4,75.0,5,3,60.0,4,0,0.0,13,4,31.0,24,13,54.0,ATHZ,2.0,1.14,8242,MATCH
ATHZ,1,4,25.0,7,1,14.0,4,1,25.0,4,2,50.0,31,22,71.0,HL,2.0,1.14,8242,MATCH
HL,1,4,25.0,6,1,17.0,5,1,20.0,8,2,25.0,15,4,27.0,S5,2.0,2.01,9091,MATCH
S5,3,4,75.0,5,3,60.0,0,0,,6,5,83.0,23,18,78.0,HL,2.0,2.01,9091,MATCH
HL,4,4,100.0,4,4,100.0,1,0,0.0,9,7,78.0,25,15,60.0,NO ORG,2.0,2.02,10268,MATCH
NO ORG,0,4,0.0,8,0,0.0,2,1,50.0,8,3,38.0,21,9,43.0,HL,2.0,2.02,10268,MATCH
Vorax,1,4,25.0,5,1,20.0,2,0,0.0,7,7,100.0,24,18,75.0,HL,2.0,2.02,10295,MATCH
HL,3,4,75.0,7,3,43.0,6,0,0.0,9,4,44.0,16,5,31.0,Vorax,2.0,2.02,10295,MATCH
paiN,0,2,0.0,4,1,25.0,1,0,0.0,5,0,0.0,9,5,56.0,HL,1.0,2.02,10287,MATCH
HL,2,2,100.0,3,2,67.0,0,0,,5,3,60.0,11,8,73.0,paiN,1.0,2.02,10287,MATCH
HL,1,2,50.0,3,1,33.0,0,0,,7,3,43.0,20,12,60.0,Vorax,1.0,2.02,10309,MATCH
Vorax,1,2,50.0,3,1,33.0,3,1,33.0,4,2,50.0,20,10,50.0,HL,1.0,2.02,10309,MATCH
S5,1,4,25.0,7,2,29.0,1,0,0.0,9,5,56.0,29,20,69.0,HL,2.0,2.02,10320,MATCH
HL,3,4,75.0,5,3,60.0,3,1,33.0,18,8,44.0,20,7,35.0,S5,2.0,2.02,10320,MATCH
SH,1,2,50.0,3,1,33.0,2,0,0.0,4,3,75.0,21,10,48.0,HL,1.0,2.04,13526,MATCH
HL,1,2,50.0,3,1,33.0,2,0,0.0,4,2,50.0,21,13,62.0,SH,1.0,2.04,13526,MATCH
Rise,2,6,33.0,9,2,22.0,4,2,50.0,13,6,46.0,33,16,48.0,HL,3.0,2.04,13529,MATCH
HL,4,6,67.0,10,4,40.0,3,1,33.0,13,9,69.0,33,19,58.0,Rise,3.0,2.04,13529,MATCH
HL,2,4,50.0,6,2,33.0,5,2,40.0,8,4,50.0,23,8,35.0,B4,2.0,2.04,13531,MATCH
B4,2,4,50.0,6,2,33.0,3,0,0.0,8,5,62.0,25,19,76.0,HL,2.0,2.04,13531,MATCH
HL,3,4,75.0,4,3,75.0,6,0,0.0,11,8,73.0,25,9,36.0,VK,2.0,,14093,MATCH
VK,1,4,25.0,7,2,29.0,3,1,33.0,8,4,50.0,28,19,68.0,HL,2.0,,14093,MATCH
Vorax,1,4,25.0,8,1,12.0,2,0,0.0,7,1,14.0,15,4,27.0,HL,2.0,2.06,15666,MATCH
HL,3,4,75.0,5,4,80.0,0,0,,5,5,100.0,22,17,77.0,Vorax,2.0,2.06,15666,MATCH
HL,2,2,100.0,2,2,100.0,1,0,0.0,2,2,100.0,13,9,69.0,VK,1.0,2.06,15848,MATCH
VK,0,2,0.0,4,0,0.0,1,0,0.0,1,1,100.0,12,4,33.0,HL,1.0,2.06,15848,MATCH
SHK,1,2,50.0,3,1,33.0,0,0,,2,2,100.0,11,10,91.0,HL,1.0,2.06,15739,MATCH
HL,1,2,50.0,3,1,33.0,2,0,0.0,4,1,25.0,7,1,14.0,SHK,1.0,2.06,15739,MATCH
Ingaming,1,4,25.0,8,1,12.0,3,2,67.0,9,2,22.0,20,9,45.0,HL,2.0,2.06,15741,MATCH
HL,3,4,75.0,5,3,60.0,3,2,67.0,11,6,55.0,21,15,71.0,Ingaming,2.0,2.06,15741,MATCH
B4,1,4,25.0,7,1,14.0,7,0,0.0,5,1,20.0,19,10,53.0,HL,2.0,2.06,15858,MATCH
HL,3,4,75.0,5,3,60.0,1,1,100.0,9,4,44.0,23,18,78.0,B4,2.0,2.06,15858,MATCH
SHK,4,6,67.0,17,11,65.0,3,2,67.0,12,8,67.0,35,17,49.0,HL,3.0,2.06,15742,MATCH
HL,2,6,33.0,20,5,25.0,5,1,20.0,10,5,50.0,32,18,56.0,SHK,3.0,2.06,15742,MATCH
HL,1,2,50.0,2,1,50.0,0,0,,3,3,100.0,12,9,75.0,hPw,1.0,2.06,17043,MATCH
hPw,1,2,50.0,3,1,33.0,4,0,0.0,4,0,0.0,6,3,50.0,HL,1.0,2.06,17043,MATCH
HL,2,6,33.0,10,2,20.0,5,3,60.0,11,6,55.0,37,17,46.0,Ingaming,3.0,2.06,17045,MATCH
Ingaming,4,6,67.0,9,4,44.0,3,0,0.0,12,6,50.0,39,25,64.0,HL,3.0,2.06,17045,MATCH
TNET,3,4,75.0,5,3,60.0,5,1,20.0,11,4,36.0,28,19,68.0,HL,2.0,,16756,MATCH
HL,1,4,25.0,7,2,29.0,3,1,33.0,7,3,43.0,32,16,50.0,TNET,2.0,,16756,MATCH
GLB,3,4,75.0,4,3,75.0,2,1,50.0,12,8,67.0,26,14,54.0,HL,2.0,,17615,MATCH
HL,1,4,25.0,8,1,12.0,3,0,0.0,9,5,56.0,24,12,50.0,GLB,2.0,,17615,MATCH
HL,3,4,75.0,5,3,60.0,5,1,20.0,6,1,17.0,33,22,67.0,SLK,2.0,,17746,MATCH
SLK,1,4,25.0,6,3,50.0,4,1,25.0,7,4,57.0,32,14,44.0,HL,2.0,,17746,MATCH
GLB,1,4,25.0,7,1,14.0,4,1,25.0,12,4,33.0,20,11,55.0,HL,2.0,,17751,MATCH
HL,3,4,75.0,5,3,60.0,2,1,50.0,10,5,50.0,26,17,65.0,GLB,2.0,,17751,MATCH
HL,2,4,50.0,6,3,50.0,3,1,33.0,13,3,23.0,15,4,27.0,FUR,2.0,,17753,MATCH
FUR,2,4,50.0,6,2,33.0,3,2,67.0,6,4,67.0,22,18,82.0,HL,2.0,,17753,MATCH
HL,2,4,50.0,6,2,33.0,0,0,,3,2,67.0,25,22,88.0,Jujutsu,2.0,,24208,MATCH
Jujutsu,2,4,50.0,6,2,33.0,2,1,50.0,15,4,27.0,11,1,9.0,HL,2.0,,24208,MATCH
HL,3,6,50.0,8,3,38.0,7,2,29.0,9,5,56.0,37,23,62.0,Rise,3.0,,24217,MATCH
Rise,3,6,50.0,9,3,33.0,5,1,20.0,13,6,46.0,34,18,53.0,HL,3.0,,24217,MATCH
GLB,1,2,50.0,3,1,33.0,0,0,,2,2,100.0,14,10,71.0,HL,1.0,,24471,MATCH
HL,1,2,50.0,2,1,50.0,2,0,0.0,6,1,17.0,9,4,44.0,GLB,1.0,,24471,MATCH
HL,2,6,33.0,10,2,20.0,4,0,0.0,10,4,40.0,45,28,62.0,NO2,3.0,,24473,MATCH
NO2,4,6,67.0,8,4,50.0,7,1,14.0,9,7,78.0,45,23,51.0,HL,3.0,,24473,MATCH
